RANK,NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
1,Joel Embiid,Phi,C-F,29.1,66,34.6,37.1,14.5,771,0.857,1128,0.587,200,0.33,0.573,0.655,33.1,10.2,4.2,1,1.7,3.4,43.2,37.2,47.4,13,124.4,104.2
2,Luka Doncic,Dal,F-G,24.1,66,36.2,37.7,14,694,0.742,908,0.588,541,0.342,0.56,0.609,32.4,8.6,8,1.4,0.5,3.6,41,40.4,49,14.4,120.2,109.1
3,Damian Lillard,Por,G,32.7,58,36.3,33.8,13.7,558,0.914,544,0.574,658,0.371,0.564,0.645,32.2,4.8,7.3,0.9,0.3,3.3,36.9,39.5,44.3,11.5,126.7,117.1
4,Shai Gilgeous-Alexander,Okc,G-F,24.7,68,35.5,32.8,12.2,739,0.905,1213,0.533,168,0.345,0.531,0.626,31.4,4.8,5.5,1.6,1,2.8,36.2,36.9,41.7,10.6,124.9,110
5,Giannis Antetokounmpo,Mil,F,28.3,63,32.1,38.8,16.2,772,0.645,1108,0.596,171,0.275,0.571,0.605,31.1,11.8,5.7,0.8,0.8,3.9,42.9,36.8,48.6,15.9,116.9,100.5
6,Jayson Tatum,Bos,F-G,25.1,74,36.9,32.7,12,622,0.854,873,0.558,686,0.35,0.543,0.607,30.1,8.8,4.6,1.1,0.7,2.9,38.8,34.7,43.5,11.6,118.6,106.6
7,Kevin Durant,Bro,F,34.5,39,36,31.5,15.6,285,0.937,545,0.622,189,0.376,0.607,0.674,29.7,6.7,5.3,0.8,1.5,3.5,36.4,35,41.7,11.3,122.3,110.4
8,Stephen Curry,Gol,G,35.1,55,34.9,31,13.7,278,0.914,489,0.577,629,0.426,0.612,0.654,29.5,6.1,6.3,0.9,0.4,3.2,35.6,35.8,41.9,12,122.9,112.3
9,LeBron James,Lal,F,38.3,54,35.6,33.3,12.9,325,0.766,830,0.582,363,0.311,0.547,0.582,28.8,8.3,6.8,0.9,0.6,3.3,37.1,35.6,43.9,13.2,114.1,110.3
10,Donovan Mitchell,Cle,G,26.6,68,35.8,32.1,11.4,368,0.867,767,0.566,635,0.386,0.572,0.614,28.3,4.3,4.4,1.5,0.4,2.6,32.5,32.7,36.9,9.1,118.8,107.2
11,Devin Booker,Pho,G,26.4,53,34.6,31.8,12,358,0.855,751,0.554,316,0.351,0.546,0.601,27.8,4.5,5.5,1,0.3,2.7,32.3,33.3,37.8,10.2,118.8,109
12,Mikal Bridges,Bro,F,26.6,26,35.5,30.3,8.9,179,0.894,322,0.531,181,0.376,0.543,0.607,27.2,4.7,2.8,1,0.6,1.9,31.8,29.9,34.6,8,117.6,114.6
13,Kyrie Irving,Bro,G,31,40,36.9,29.7,10,179,0.883,471,0.569,348,0.374,0.565,0.604,27.1,5.1,5.3,1,0.8,2.3,32.2,32.4,37.5,9.8,118,111.3
14,Kyrie Irving,Dal,G,31,20,38.1,27.5,8.8,94,0.947,236,0.585,148,0.392,0.586,0.634,27,5,6,1.3,0.6,1.9,32,33,38,9.8,127.8,112.1
15,Jaylen Brown,Bos,G-F,26.5,67,35.9,31.5,12.5,344,0.765,896,0.576,487,0.335,0.55,0.581,26.6,6.9,3.5,1.1,0.4,2.9,33.5,30.1,36.9,9.6,109.8,106.4
16,Ja Morant,Mem,G,23.7,61,31.9,34.9,14.5,497,0.748,914,0.519,300,0.307,0.504,0.557,26.2,5.9,8.1,1.1,0.3,3.4,32,34.2,40.1,13.5,114.3,109.6
17,Trae Young,Atl,G,24.6,73,34.8,32.6,17.7,639,0.886,930,0.476,460,0.335,0.485,0.573,26.2,3,10.2,1.1,0.1,4.1,29.2,36.4,39.3,10.7,116.2,117.4
18,Anthony Davis,Lal,F-C,30.1,55,34,28.5,11.1,442,0.783,874,0.59,74,0.257,0.574,0.628,26.1,12.5,2.6,1,2,2.1,38.6,28.7,41.3,11.1,125.2,104.9
19,Kevin Durant,Pho,F,34.5,8,33.7,26.8,13.5,48,0.833,87,0.586,41,0.537,0.656,0.697,26,6.4,3.5,0.3,1.3,2.5,32.4,29.5,35.9,9.9,126.6,114.9
20,Zion Williamson,Nor,F,22.8,29,33,30.4,17.4,248,0.714,450,0.618,19,0.368,0.615,0.652,26,7,4.6,1.1,0.6,3.4,33,30.6,37.6,11.4,120.3,108.4
21,Lauri Markkanen,Uta,F-C,25.9,66,34.4,26.6,10,399,0.875,634,0.585,511,0.391,0.586,0.64,25.6,8.6,1.9,0.6,0.6,1.9,34.3,27.5,36.1,8.7,125.6,112.7
22,De'Aaron Fox,Sac,G,25.3,72,33.6,30.1,12,440,0.78,958,0.582,363,0.325,0.556,0.599,25.2,4.2,6.2,1.2,0.3,2.5,29.4,31.3,35.6,10.3,119.2,112.1
23,Julius Randle,Nyk,F-C,28.4,77,35.5,29.5,13.1,531,0.757,796,0.553,636,0.343,0.536,0.581,25.1,10,4.1,0.6,0.3,2.8,35.1,29.2,39.2,11.4,116.8,106.3
24,Zach LaVine,Chi,G-F,28.1,76,36.1,28.3,12.3,424,0.847,834,0.556,539,0.377,0.56,0.608,24.9,4.5,4.3,0.9,0.2,2.5,29.5,29.2,33.7,8.7,115.8,111.3
25,Nikola Jokic,Den,C,28.1,68,33.8,27.3,19.3,413,0.821,869,0.675,148,0.385,0.661,0.702,24.8,11.9,9.8,1.3,0.7,3.6,36.6,34.6,46.5,16.9,135,105.6
26,DeMar DeRozan,Chi,G-F,33.7,73,36.4,27.8,10.6,522,0.872,1150,0.526,138,0.326,0.522,0.593,24.7,4.7,5.1,1.1,0.5,2.1,29.3,29.8,34.4,9.2,118.8,109.4
27,Anthony Edwards,Min,G,21.7,77,36.1,29.7,14.4,405,0.763,935,0.513,561,0.367,0.527,0.564,24.5,5.7,4.5,1.5,0.7,3.3,30.2,29,34.7,9.5,106.2,110.4
28,Brandon Ingram,Nor,F,25.6,44,34,30.6,15.1,263,0.878,646,0.503,161,0.391,0.52,0.58,24.3,5.3,5.8,0.7,0.4,3.3,29.6,30.1,35.4,10.7,111.9,108.5
29,Pascal Siakam,Tor,F,29,71,37.4,27.2,11.4,474,0.774,1026,0.523,287,0.324,0.515,0.565,24.2,7.8,5.8,0.9,0.5,2.4,32.1,30.1,37.9,11,118.3,108.7
30,Jalen Brunson,Nyk,G,26.6,68,35,27.3,10.6,392,0.829,873,0.519,322,0.416,0.547,0.597,24,3.5,6.2,0.9,0.2,2.1,27.6,30.2,33.8,9.2,124.6,112.3
31,Paul George,Lac,F,32.9,56,34.6,29.5,14.9,294,0.871,578,0.521,426,0.371,0.536,0.588,23.8,6.1,5.1,1.5,0.4,3.1,29.9,28.9,35,10.5,113,107.7
32,Kawhi Leonard,Lac,F,31.8,50,33.6,26.8,9,264,0.871,594,0.551,239,0.423,0.574,0.625,23.7,6.3,3.9,1.4,0.5,1.6,30,27.6,33.9,9.9,125.6,111.4
33,LaMelo Ball,Cha,G,21.6,36,35.2,30,15.2,121,0.843,338,0.45,383,0.376,0.51,0.541,23.3,6.4,8.4,1.3,0.3,3.6,29.7,31.7,38.1,12.2,108.5,108.9
34,Bradley Beal,Was,G,29.8,50,33.5,29.2,14.2,228,0.842,659,0.552,219,0.365,0.551,0.593,23.2,3.9,5.4,0.9,0.7,2.9,27.1,28.6,32.5,9.4,113.9,113.7
35,Kristaps Porzingis,Was,F-C,27.7,65,32.6,27.4,11.8,416,0.851,662,0.559,356,0.385,0.565,0.627,23.2,8.4,2.7,0.9,1.5,2.1,31.6,25.8,34.2,9.9,121.9,107.3
36,Jimmy Butler,Mia,F,33.6,64,33.4,25.6,10.2,555,0.85,785,0.564,103,0.35,0.56,0.647,22.9,5.8,5.3,1.8,0.3,1.6,28.7,28.2,34,10.7,135.9,111.3
37,Jalen Green,Hou,G,21.2,75,34.3,28.2,12.9,459,0.786,797,0.471,551,0.338,0.485,0.538,22.3,3.8,3.7,0.8,0.2,2.7,26,25.9,29.7,7.9,109,119.2
38,Keldon Johnson,San,F-G,23.5,63,32.7,27.9,10.7,327,0.749,706,0.523,407,0.329,0.512,0.551,22,5,2.9,0.7,0.2,2.1,27,24.9,29.9,8.4,108.1,117.9
39,Klay Thompson,Gol,G,33.2,68,33.2,26.3,8.8,132,0.879,518,0.471,720,0.41,0.555,0.574,21.9,4.1,2.4,0.7,0.4,1.8,26,24.3,28.4,7.2,109.6,114.5
40,Bojan Bogdanovic,Det,F,34,59,32.1,25.9,13.3,303,0.884,529,0.539,353,0.411,0.57,0.627,21.6,3.8,2.6,0.6,0.1,2.3,25.4,24.2,27.9,7.4,117.7,117.7
41,Darius Garland,Cle,G,23.2,69,35.5,26.9,15,322,0.863,717,0.492,412,0.41,0.537,0.587,21.6,2.7,7.8,1.2,0.1,2.9,24.3,29.4,32.1,8.7,117.8,109.4
42,Desmond Bane,Mem,G,24.8,58,31.8,26.1,11.8,205,0.883,532,0.534,407,0.408,0.568,0.606,21.5,5,4.4,1,0.4,2.2,26.5,25.9,30.9,9.8,118.9,107
43,Kyle Kuzma,Was,F,27.7,64,35,27.9,14.3,237,0.73,661,0.533,481,0.333,0.518,0.544,21.2,7.2,3.7,0.6,0.5,3,28.4,24.9,32.2,9.4,102.9,111.7
44,Terry Rozier,Cha,G,29.1,63,35.3,26.9,10.1,220,0.809,683,0.48,505,0.327,0.484,0.517,21.1,4.1,5.1,1.2,0.3,2.1,25.2,26.2,30.3,8.6,106.1,114.8
45,Anfernee Simons,Por,G,23.8,62,35,25.1,10.9,179,0.894,483,0.528,562,0.377,0.548,0.581,21.1,2.6,4.1,0.7,0.2,2.1,23.7,25.1,27.7,7,113.2,117.2
46,James Harden,Phi,G,33.6,58,36.8,25.1,18.8,361,0.867,424,0.495,419,0.384,0.536,0.607,21,6.1,10.7,1.2,0.5,3.4,27.1,31.6,37.7,12.1,123.3,110.8
47,CJ McCollum,Nor,G,31.6,74,35.3,26.4,12.1,230,0.774,782,0.469,538,0.392,0.518,0.544,20.9,4.4,5.8,0.9,0.5,2.4,25.2,26.6,31,9.2,109.9,111.4
48,Jordan Clarkson,Uta,G,30.8,61,32.6,27.9,15.3,245,0.816,572,0.53,459,0.338,0.519,0.558,20.8,4,4.4,0.5,0.2,3,24.9,25.3,29.3,8.8,108.7,115.9
49,Tyrese Haliburton,Ind,G,23.1,56,33.6,23.9,14.4,203,0.867,439,0.572,402,0.4,0.586,0.624,20.7,3.7,10.4,1.6,0.4,2.5,24.4,31.2,34.8,11,128.9,118.9
50,Bam Adebayo,Mia,C-F,25.7,74,35,25.3,14.4,402,0.806,1099,0.545,12,0.083,0.541,0.592,20.6,9.3,3.2,1.2,0.8,2.5,29.9,23.8,33.1,9.7,115.9,105.6
51,Jerami Grant,Por,F,29.1,63,35.6,22.9,11.3,342,0.813,554,0.523,359,0.401,0.554,0.606,20.5,4.5,2.4,0.8,0.8,1.8,25,22.9,27.3,6.8,117.4,115.6
52,Dejounte Murray,Atl,G,26.5,74,36.4,24.4,10.8,190,0.832,932,0.514,387,0.344,0.514,0.54,20.5,5.3,6.1,1.5,0.3,2.2,25.7,26.5,31.8,9.6,111.9,115.3
53,Jordan Poole,Gol,G,23.8,81,30.1,29.2,16.5,411,0.871,637,0.523,632,0.332,0.511,0.57,20.4,2.7,4.5,0.8,0.3,3.1,23.1,25,27.7,8.3,108.7,111.8
54,Karl-Anthony Towns,Min,C-F,27.4,27,33.1,25.3,17.4,129,0.876,240,0.579,150,0.353,0.56,0.616,20.4,8.1,4.8,0.7,0.5,3,28.5,25.2,33.3,11.2,116.5,104.4
55,Tyler Herro,Mia,G,23.2,66,35.3,25.6,12.4,182,0.934,570,0.495,536,0.379,0.53,0.566,20.3,5.4,4.2,0.8,0.2,2.4,25.8,24.5,30,8.7,109.3,112
56,Tyrese Maxey,Phi,G,22.4,60,33.6,24.1,8.1,213,0.845,543,0.514,370,0.432,0.568,0.605,20.3,2.9,3.5,0.8,0.1,1.3,23.2,23.8,26.8,7,120.2,111.9
57,Kelly Oubre Jr.,Cha,F-G,27.3,48,32.2,26.5,7.2,208,0.76,480,0.51,339,0.319,0.497,0.534,20.3,5.2,1.1,1.4,0.4,1.3,25.4,21.4,26.6,6.1,106.5,109.5
58,Paolo Banchero,Orl,F,20.4,72,33.7,27.5,15.1,534,0.738,837,0.471,285,0.298,0.465,0.529,20,6.9,3.7,0.8,0.5,2.8,26.9,23.7,30.6,9.5,105.1,109.7
59,Jamal Murray,Den,G,26.1,64,32.9,26.1,12.1,214,0.832,606,0.492,422,0.398,0.535,0.569,20,4,6.2,1,0.2,2.2,23.9,26.2,30.1,9.6,116.1,114.1
60,Cade Cunningham,Det,G,21.5,12,33.4,30,14.8,43,0.837,163,0.466,61,0.279,0.453,0.492,19.9,6.2,6,0.8,0.6,3.3,26.1,25.9,32.1,10.8,100.1,112.9
61,RJ Barrett,Nyk,F-G,22.8,72,33.9,26.3,12.2,387,0.742,773,0.495,387,0.31,0.485,0.531,19.6,5.1,2.8,0.4,0.2,2.2,24.7,22.4,27.5,7.7,106.9,111.2
62,Jrue Holiday,Mil,G,32.8,67,32.6,25,16.1,177,0.859,612,0.542,411,0.384,0.556,0.586,19.3,5.1,7.4,1.2,0.4,2.9,24.3,26.6,31.7,11,117.8,109.5
63,Fred VanVleet,Tor,G,29.1,69,36.7,23.2,11.2,283,0.898,506,0.455,606,0.342,0.486,0.54,19.3,4.1,7.2,1.8,0.6,2,23.4,26.5,30.6,9,116.6,109.9
64,Kevin Porter Jr.,Hou,G-F,22.9,59,34.3,24.3,17.5,264,0.784,499,0.501,385,0.366,0.522,0.565,19.2,5.3,5.7,1.4,0.3,3.2,24.5,24.9,30.2,9.7,112.2,114.5
65,Domantas Sabonis,Sac,F-C,26.9,78,34.8,21.3,19.7,435,0.743,846,0.638,83,0.373,0.631,0.668,19.2,12.4,7.3,0.8,0.5,2.9,31.5,26.5,38.8,13.8,132.5,105.7
66,Franz Wagner,Orl,F,21.6,79,32.8,23.5,12.8,316,0.839,754,0.544,359,0.362,0.544,0.589,18.7,4.1,3.5,0.9,0.2,2.1,22.8,22.2,26.3,7.9,115.1,110.8
67,Jaren Jackson Jr.,Mem,F-C,23.6,63,28.4,24.7,11.5,306,0.788,540,0.585,282,0.355,0.567,0.613,18.6,6.8,1,1,3,1.7,25.4,19.6,26.3,7.1,117.9,100.2
68,Devin Vassell,San,G-F,22.6,38,31,24.4,8.7,100,0.78,329,0.48,266,0.387,0.525,0.55,18.5,3.9,3.6,1.1,0.4,1.5,22.4,22.1,26,8.2,110.3,118.6
69,Deandre Ayton,Pho,C,24.7,67,30.4,22.9,11.9,200,0.76,863,0.597,24,0.292,0.592,0.617,18,10,1.7,0.6,0.8,1.8,27.9,19.7,29.6,8.9,118.9,104.6
70,Myles Turner,Ind,C-F,27,62,29.4,22.1,12.3,276,0.783,484,0.638,250,0.372,0.611,0.651,18,7.5,1.4,0.6,2.3,1.7,25.5,19.4,26.9,7.8,121.7,107.8
71,D'Angelo Russell,Min,G,27.1,54,32.9,22.8,16.8,167,0.856,348,0.546,378,0.392,0.567,0.605,17.9,3.1,6.2,1.1,0.4,2.7,21,24.1,27.1,8.5,115.5,112.9
72,Nikola Vucevic,Chi,C,32.5,81,33.7,21.8,10.9,158,0.835,792,0.596,347,0.349,0.574,0.595,17.8,11.1,3.3,0.7,0.7,1.7,28.8,21,32.1,10.3,118.1,106.3
73,Spencer Dinwiddie,Dal,G,30,53,34.1,21.9,11.4,207,0.821,353,0.504,341,0.405,0.555,0.599,17.7,3.1,5.2,0.7,0.3,1.7,20.8,23,26.1,7.7,120.8,114.1
74,Michael Porter Jr.,Den,F,24.8,61,29.1,22.6,7.7,120,0.8,358,0.578,445,0.416,0.603,0.622,17.5,5.5,1,0.6,0.5,1.1,23,18.5,24,6.3,118.6,111
75,D'Angelo Russell,Lal,G,27.1,16,30.8,22.8,15.1,46,0.739,105,0.552,103,0.417,0.589,0.611,17.4,3,6.1,0.6,0.4,2.3,20.4,23.6,26.6,8.9,118.6,113.8
76,Gary Trent Jr.,Tor,G-F,24.2,65,32.2,21.7,5.6,200,0.835,479,0.493,443,0.366,0.52,0.557,17.3,2.6,1.6,1.6,0.2,0.8,20,18.9,21.5,5.2,115.6,113.7
77,Mikal Bridges,Pho,F,26.6,56,36.4,19.2,9.3,174,0.897,503,0.503,261,0.387,0.529,0.574,17.2,4.3,3.6,1.2,0.8,1.4,21.6,20.8,25.2,7.1,118.5,112.6
78,Andrew Wiggins,Gol,F,28.1,37,32.2,21.4,8.3,72,0.611,304,0.53,225,0.396,0.557,0.564,17.1,5,2.3,1.2,0.8,1.3,22.1,19.4,24.4,7.2,112.9,109.9
79,O.G. Anunoby,Tor,F,25.7,67,35.6,19.5,13,167,0.838,518,0.539,367,0.387,0.556,0.586,16.8,5,2,1.9,0.7,2,21.7,18.7,23.7,6.2,112.7,108.7
80,Buddy Hield,Ind,G,30.3,79,31.1,21,11.8,129,0.822,361,0.518,671,0.422,0.593,0.61,16.8,5,2.8,1.2,0.3,1.7,21.8,19.6,24.6,7.9,115,115.3
81,Norman Powell,Lac,G,29.9,58,26,25.7,12.9,259,0.815,392,0.528,282,0.404,0.561,0.614,16.7,2.9,1.8,0.8,0.3,1.7,19.6,18.5,21.4,6.8,114.9,110.2
82,Josh Giddey,Okc,G,20.5,76,31.2,24.5,15.9,145,0.731,884,0.524,234,0.325,0.516,0.533,16.6,7.9,6.2,0.8,0.4,2.8,24.5,22.8,30.6,12,109.4,110.8
83,Cameron Johnson,Bro,F,27.1,25,30.8,21.1,8.2,87,0.851,145,0.572,156,0.372,0.565,0.61,16.6,4.8,2.1,1.4,0.3,1.1,21.4,18.6,23.4,7.2,120,110.2
84,Bennedict Mathurin,Ind,G-F,20.8,77,28.4,24.6,13.7,439,0.827,631,0.49,307,0.319,0.486,0.564,16.6,4.1,1.4,0.6,0.2,1.9,20.6,18,22.1,6.4,108.7,116
85,Christian Wood,Dal,F,27.5,67,25.9,26.4,13.6,281,0.772,490,0.594,279,0.376,0.583,0.624,16.6,7.3,1.8,0.4,1.1,1.8,24,18.4,25.8,9.3,117.2,106.7
86,Spencer Dinwiddie,Bro,G,30,26,35.3,22.5,13.4,123,0.797,207,0.488,149,0.289,0.465,0.523,16.5,4.1,9.1,1.1,0.3,2.1,20.6,25.6,29.7,9.6,115,112
87,Aaron Gordon,Den,F,27.6,67,30.3,21.1,11.5,309,0.608,580,0.628,171,0.345,0.603,0.616,16.3,6.6,3,0.8,0.8,1.5,22.9,19.3,25.9,9.1,124.8,111.5
88,Jaden Ivey,Det,G,21.1,73,31.1,25.4,19.4,356,0.747,620,0.458,343,0.344,0.479,0.531,16.3,3.9,5.3,0.8,0.2,3.2,20.2,21.5,25.4,8.9,103.8,112.5
89,Evan Mobley,Cle,C,21.8,78,34.7,20.2,13.3,303,0.673,840,0.595,102,0.216,0.566,0.591,16.3,9.1,2.9,0.8,1.5,1.9,25.3,19.2,28.2,8.7,118.2,104
90,Brook Lopez,Mil,C,35,78,30.4,19.3,10.6,190,0.784,535,0.637,364,0.374,0.606,0.63,15.9,6.7,1.3,0.5,2.5,1.4,22.5,17.2,23.8,6.8,122.5,106.1
91,Russell Westbrook,Lal,G,34.4,52,28.7,28.9,20.2,238,0.655,516,0.467,213,0.296,0.46,0.496,15.9,6.2,7.5,1,0.4,3.6,22.1,23.4,29.6,12.6,101,106.7
92,P.J. Washington,Cha,F,24.6,73,32.6,20.6,10.1,174,0.73,550,0.518,428,0.348,0.52,0.542,15.7,4.9,2.4,0.9,1.1,1.5,20.6,18.1,23,7,107.2,111.4
93,Wendell Carter Jr.,Orl,C-F,24,56,29.9,20.6,14.8,195,0.738,388,0.624,222,0.36,0.593,0.624,15.5,8.8,2.3,0.5,0.6,1.9,24.3,17.8,26.6,9.1,119.6,105.6
94,Skylar Mays,Por,G,25.6,4,29.6,18.1,14.8,5,1,23,0.652,17,0.529,0.713,0.735,15.5,3.8,7.3,0.8,0.3,1.8,19.3,22.8,26.5,10.2,143.2,115.3
95,Scottie Barnes,Tor,F,21.7,76,34.9,20.4,13.2,246,0.772,785,0.504,222,0.284,0.487,0.525,15.4,6.7,4.8,1.1,0.8,2,22.1,20.2,26.9,9.1,112.8,111.7
96,De'Andre Hunter,Atl,F-G,25.3,66,32,19.6,9,204,0.824,530,0.519,283,0.35,0.521,0.562,15.4,4.3,1.4,0.5,0.3,1.2,19.6,16.8,21,5.7,111.7,111.2
97,Kevin Huerter,Sac,G-F,24.6,74,29.5,19.8,10,131,0.725,351,0.604,506,0.401,0.603,0.617,15.2,3.4,2.9,1.1,0.3,1.3,18.6,18.2,21.6,7.2,119.6,111.3
98,Khris Middleton,Mil,F,31.7,33,24.3,27.4,14.9,102,0.902,244,0.516,162,0.315,0.499,0.551,15.1,4.2,4.9,0.7,0.2,2.2,19.3,20,24.2,11.1,113.3,106
99,Russell Westbrook,Lac,G,34.4,19,30,24.9,22.4,66,0.652,163,0.546,66,0.333,0.533,0.556,15.1,4.7,7.6,1.2,0.5,3.5,19.8,22.7,27.4,10.9,109.2,110.1
100,Harrison Barnes,Sac,F,30.9,81,32.6,17,9.8,411,0.847,439,0.551,346,0.367,0.551,0.628,15,4.5,1.6,0.7,0.1,1,19.5,16.6,21.1,5.8,126.4,116.5
101,Malcolm Brogdon,Bos,G,30.3,67,26,22.8,11.8,184,0.87,435,0.51,297,0.444,0.574,0.615,14.9,4.2,3.7,0.7,0.3,1.5,19.1,18.6,22.8,9.4,122.1,108.3
102,Saddiq Bey,Det,F,24,52,28.8,21.4,8.2,209,0.861,313,0.46,293,0.345,0.488,0.552,14.8,4.7,1.6,1,0.2,1,19.5,16.4,21.1,6.7,114.7,116.4
103,Alperen Sengun,Hou,C,20.7,74,29,21.3,19.3,283,0.714,733,0.572,57,0.333,0.566,0.6,14.8,9,3.9,0.9,0.9,2.6,23.8,18.7,27.7,11.1,117.6,108
104,Tobias Harris,Phi,F,30.7,74,32.9,18.2,9.5,129,0.876,521,0.57,324,0.389,0.575,0.602,14.7,5.7,2.5,0.9,0.5,1.2,20.4,17.2,22.9,7.2,118.8,110.2
105,Gordon Hayward,Cha,F,33,50,31.5,20,14.6,159,0.811,421,0.532,160,0.325,0.52,0.563,14.7,4.3,4.1,0.8,0.2,2,19,18.8,23.1,8.1,110.3,115.6
106,Immanuel Quickley,Nyk,G,23.8,80,28.8,20.7,9.3,239,0.812,471,0.52,443,0.372,0.539,0.578,14.7,4.1,3.4,1,0.2,1.2,18.8,18.1,22.2,8.2,122.2,110.1
107,Trey Murphy III,Nor,F,22.8,78,30.9,16.6,7.2,182,0.907,296,0.608,493,0.408,0.61,0.649,14.5,3.6,1.4,1.1,0.6,0.8,18,15.9,19.4,5.4,128.3,110.3
108,Jarrett Allen,Cle,C,25,67,32.9,16.5,12.9,221,0.733,613,0.653,9,0.111,0.645,0.671,14.4,9.9,1.7,0.8,1.2,1.4,24.3,16.1,25.9,7.6,133.4,105
109,Tim Hardaway Jr.,Dal,G-F,31.1,71,30.3,20.6,6.6,165,0.77,297,0.431,550,0.385,0.527,0.554,14.4,3.5,1.8,0.7,0.2,0.8,17.9,16.2,19.7,5.9,110.2,114.7
110,Dillon Brooks,Mem,G-F,27.2,73,30.3,21.8,9.5,154,0.779,552,0.451,439,0.326,0.468,0.494,14.3,3.3,2.6,0.9,0.2,1.4,17.7,16.9,20.3,6.6,102.4,105.5
111,Collin Sexton,Uta,G,24.3,48,23.9,23.4,15.2,199,0.819,347,0.545,122,0.393,0.557,0.615,14.3,2.2,2.9,0.6,0.1,1.8,16.5,17.1,19.3,7.5,119.5,112.3
112,Jonas Valanciunas,Nor,C,30.9,78,25,23.3,16.4,224,0.826,696,0.58,106,0.349,0.573,0.613,14.2,10.1,1.8,0.3,0.7,2,24.2,15.9,26,10.2,117.3,99.9
113,Markelle Fultz,Orl,G,24.9,59,29.9,21.3,17.1,143,0.783,589,0.543,84,0.31,0.533,0.564,14.1,3.9,5.7,1.5,0.4,2.4,18,19.8,23.8,9.1,113.1,109.3
